order_id,date,customer_age,product_category,region,quantity,unit_price,discount_pct,payment_method,order_status,customer_satisfaction,return_flag,revenue
10453,2023-02-18 16:58:26.922435,60.0,Home,South,4.0,223.32,0.217,Cash,PENDING,3.0,0.0,699.44
10454,2023-02-19 14:53:32.677231,71.0,Books,Central,18.0,19.08,0.261,Credit Card,completed,4.0,0.0,253.8
10455,2023-02-20 12:48:38.432026,65.0,Toys,West,15.0,5.31,0.11,,Cancelled,2.0,0.0,70.89
10456,2023-02-21 10:43:44.186822,56.0,Electronics,North,19.0,14.33,0.237,Credit Card,Refunded,5.0,0.0,207.74
10457,2023-02-22 08:38:49.941618,46.0,Clothing,South,13.0,82.16,0.196,Credit Card,completed,1.0,0.0,858.74
10458,2023-02-23 06:33:55.696413,59.0,Home,,19.0,34.06,0.053,Credit Card,Pending,4.0,0.0,612.84
10459,2023-02-24 04:29:01.451209,,Toys,South,17.0,18.89,0.097,PayPal,PENDING,3.0,1.0,289.98
10460,2023-02-25 02:24:07.206005,43.0,Food,North,6.0,9.1,0.117,,Refunded,,1.0,48.21
10461,2023-02-26 00:19:12.960800,52.0,Home,Central,16.0,43.19,0.37,Cash,completed,2.0,0.0,435.36
10462,2023-02-26 22:14:18.715596,67.0,Beauty,South,12.0,71.77,0.092,Debit Card,Completed,5.0,0.0,782.01
10463,2023-02-27 20:09:24.470391,42.0,Toys,East,19.0,47.8,0.116,Credit Card,Pending,4.0,0.0,802.85
10464,2023-02-28 18:04:30.225187,41.0,Toys,North,5.0,24.43,0.148,Credit Card,Refunded,5.0,1.0,104.07
10465,2023-03-01 15:59:35.979983,30.0,Electronics,North,17.0,39.49,0.265,Credit Card,Completed,5.0,1.0,493.43
10466,2023-03-02 13:54:41.734778,,Clothing,North,1.0,39.21,0.047,Credit Card,PENDING,,0.0,37.37
10467,2023-03-03 11:49:47.489574,74.0,Food,East,10.0,41.58,0.382,PayPal,Pending,3.0,0.0,256.96
10468,2023-03-04 09:44:53.244370,53.0,Electronics,East,15.0,8.0,0.346,Cash,Cancelled,4.0,0.0,78.48
10469,2023-03-05 07:39:58.999165,62.0,Home,West,11.0,41.96,0.231,crypto,Completed,2.0,0.0,354.94
10470,2023-03-06 05:35:04.753961,37.0,Electronics,South,13.0,19.52,0.27,Debit Card,completed,3.0,0.0,185.24
10471,2023-03-07 03:30:10.508757,18.0,Toys,West,5.0,115.44,0.007,Credit Card,Refunded,2.0,0.0,573.16
10472,2023-03-08 01:25:16.263552,25.0,Clothing,South,1.0,38.84,0.136,Cash,Pending,1.0,0.0,33.56
10473,2023-03-08 23:20:22.018348,63.0,Sports,,12.0,90.25,0.318,crypto,Completed,5.0,0.0,738.61
10474,2023-03-09 21:15:27.773144,33.0,Electronics,East,11.0,23.05,0.031,Cash,Cancelled,1.0,,245.69
10475,2023-03-10 19:10:33.527939,31.0,Beauty,West,17.0,24.07,0.113,PayPal,Refunded,5.0,1.0,362.95
10476,2023-03-11 17:05:39.282735,29.0,Electronics,Central,4.0,198.96,0.234,crypto,Refunded,,0.0,609.61
10477,2023-03-12 15:00:45.037531,68.0,Home,West,15.0,55.9,0.103,Cash,Completed,3.0,0.0,752.13
10478,2023-03-13 12:55:50.792326,40.0,Home,South,9.0,14.05,0.374,PayPal,Cancelled,2.0,0.0,79.16
10479,2023-03-14 10:50:56.547122,32.0,Food,West,19.0,97.16,0.052,Cash,PENDING,,0.0,1750.05
10480,2023-03-15 08:46:02.301918,45.0,Home,North,19.0,17.46,0.319,Cash,PENDING,2.0,0.0,225.91
10481,2023-03-16 06:41:08.056713,51.0,Books,South,12.0,43.42,0.203,crypto,Pending,3.0,0.0,415.27
10482,2023-03-17 04:36:13.811509,19.0,Clothing,South,5.0,300.07,0.3,PayPal,Completed,4.0,1.0,1050.24
10483,2023-03-18 02:31:19.566305,49.0,Clothing,Central,10.0,5.94,0.124,Credit Card,Pending,1.0,0.0,52.03
10484,2023-03-19 00:26:25.321100,40.0,Sports,,17.0,26.82,0.206,Debit Card,PENDING,1.0,0.0,362.02
10485,2023-03-19 22:21:31.075896,,Sports,South,5.0,54.05,0.343,crypto,Refunded,2.0,0.0,177.55
10486,2023-03-20 20:16:36.830692,68.0,Clothing,East,16.0,82.9,0.187,PayPal,Pending,2.0,0.0,1078.36
10487,2023-03-21 18:11:42.585487,42.0,Beauty,,7.0,7.47,0.144,Cash,Cancelled,2.0,0.0,44.76
10488,2023-03-22 16:06:48.340283,39.0,Sports,North,9.0,5.24,0.214,,completed,3.0,1.0,37.07
10489,2023-03-23 14:01:54.095079,,Food,Central,3.0,122.6,0.287,,PENDING,4.0,,262.24
10490,2023-03-24 11:56:59.849874,66.0,Home,East,15.0,13.95,,Debit Card,PENDING,1.0,0.0,172.21
10491,2023-03-25 09:52:05.604670,69.0,Clothing,South,16.0,13.27,0.376,Credit Card,Cancelled,,0.0,132.49
10492,2023-03-26 07:47:11.359466,59.0,Toys,East,18.0,212.79,0.118,Credit Card,Pending,5.0,,3378.25
10493,2023-03-27 05:42:17.114261,23.0,Sports,South,14.0,36.0,0.19,Debit Card,Completed,3.0,0.0,408.24
10494,2023-03-28 03:37:22.869057,32.0,Clothing,East,3.0,36.29,0.303,crypto,Refunded,1.0,1.0,75.88
10495,2023-03-29 01:32:28.623853,71.0,Books,South,12.0,26.69,0.276,crypto,completed,4.0,0.0,231.88
10496,2023-03-29 23:27:34.378648,60.0,Electronics,West,9.0,7.62,,Cash,Completed,3.0,0.0,44.92
10497,2023-03-30 21:22:40.133444,54.0,Home,South,7.0,74.5,0.399,Credit Card,Completed,,0.0,313.42
10498,2023-03-31 19:17:45.888240,50.0,Clothing,,9.0,54.13,0.171,Cash,Cancelled,1.0,0.0,403.86
10499,2023-04-01 17:12:51.643035,25.0,Electronics,North,13.0,40.55,0.044,Credit Card,Pending,3.0,1.0,503.96
10500,2023-04-02 15:07:57.397831,70.0,Sports,South,18.0,28.8,0.012,Debit Card,PENDING,1.0,0.0,512.18
10501,2023-04-03 13:03:03.152627,61.0,Electronics,,5.0,23.32,0.291,crypto,PENDING,1.0,0.0,82.67
10502,2023-04-04 10:58:08.907422,61.0,Home,Central,13.0,98.99,0.35,crypto,Cancelled,4.0,0.0,836.47
10503,2023-04-05 08:53:14.662218,22.0,Clothing,North,4.0,27.95,0.088,Debit Card,Pending,5.0,1.0,101.96
10504,2023-04-06 06:48:20.417014,56.0,Books,West,2.0,30.67,0.063,Cash,Cancelled,4.0,0.0,57.48
10505,2023-04-07 04:43:26.171809,,Beauty,North,16.0,62.54,0.025,Cash,PENDING,1.0,1.0,975.62
10506,2023-04-08 02:38:31.926605,23.0,Sports,Central,9.0,42.5,0.329,PayPal,Completed,3.0,0.0,256.66
10507,2023-04-09 00:33:37.681401,62.0,Clothing,West,9.0,237.63,0.125,Credit Card,Refunded,,0.0,1871.34
10508,2023-04-09 22:28:43.436196,49.0,Home,East,6.0,4.0,0.161,Cash,Pending,4.0,0.0,20.14
10509,2023-04-10 20:23:49.190992,69.0,Sports,East,11.0,47.46,0.201,Debit Card,completed,5.0,0.0,417.13
10510,2023-04-11 18:18:54.945788,47.0,Food,North,1.0,14.2,0.336,Cash,completed,1.0,0.0,9.43
10511,2023-04-12 16:14:00.700583,64.0,Electronics,North,4.0,10.69,0.26,crypto,Completed,,0.0,31.64
10512,2023-04-13 14:09:06.455379,52.0,Beauty,Central,13.0,19.14,,Credit Card,Cancelled,4.0,0.0,187.61
10513,2023-04-14 12:04:12.210175,72.0,Home,,13.0,35.36,0.07,PayPal,Cancelled,4.0,0.0,427.5
10514,2023-04-15 09:59:17.964970,57.0,Food,South,13.0,37.3,0.205,Credit Card,PENDING,4.0,0.0,385.5
10515,2023-04-16 07:54:23.719766,69.0,Toys,Central,2.0,5.36,0.286,crypto,Completed,4.0,0.0,7.65
10516,2023-04-17 05:49:29.474562,33.0,Clothing,South,9.0,17.3,0.389,crypto,PENDING,,1.0,95.13
10517,2023-04-18 03:44:35.229357,30.0,Books,West,8.0,46.41,0.081,crypto,PENDING,3.0,0.0,341.21
10518,2023-04-19 01:39:40.984153,67.0,Sports,North,7.0,11.56,0.004,crypto,completed,5.0,,80.6
10519,2023-04-19 23:34:46.738949,59.0,Electronics,West,4.0,8.69,0.03,Debit Card,PENDING,5.0,0.0,33.72
10520,2023-04-20 21:29:52.493744,47.0,Sports,Central,18.0,2.21,0.15,PayPal,PENDING,1.0,0.0,33.81
10521,2023-04-21 19:24:58.248540,36.0,Beauty,,3.0,14.94,0.328,crypto,completed,2.0,0.0,30.12
10522,2023-04-22 17:20:04.003336,34.0,Clothing,West,6.0,8.33,0.003,crypto,Cancelled,3.0,0.0,49.83
10523,2023-04-23 15:15:09.758131,73.0,Sports,West,12.0,10.17,0.183,Cash,Pending,1.0,0.0,99.71
10524,2023-04-24 13:10:15.512927,36.0,Electronics,Central,12.0,23.9,0.132,PayPal,Refunded,1.0,0.0,248.94
10525,2023-04-25 11:05:21.267723,45.0,Clothing,West,8.0,16.12,0.021,,PENDING,4.0,0.0,126.25
10526,2023-04-26 09:00:27.022518,72.0,Sports,South,1.0,8.17,0.18,PayPal,Pending,2.0,0.0,6.7
10527,2023-04-27 06:55:32.777314,43.0,Books,Central,4.0,2.61,0.102,PayPal,completed,2.0,,9.38
10528,2023-04-28 04:50:38.532110,54.0,Home,West,11.0,47.6,0.141,PayPal,Pending,3.0,,449.77
10529,2023-04-29 02:45:44.286905,43.0,Clothing,,3.0,81.73,0.282,crypto,Refunded,2.0,0.0,176.05
10530,2023-04-30 00:40:50.041701,70.0,Home,East,13.0,20.57,0.209,crypto,Pending,1.0,0.0,211.52
10531,2023-04-30 22:35:55.796497,,Toys,South,17.0,24.07,0.05,Debit Card,Pending,2.0,1.0,388.73
10532,2023-05-01 20:31:01.551292,26.0,Clothing,West,10.0,33.23,0.385,Credit Card,Pending,2.0,,204.36
10533,2023-05-02 18:26:07.306088,29.0,Books,East,12.0,220.2,0.254,Cash,Pending,5.0,0.0,1971.23
10534,2023-05-03 16:21:13.060884,70.0,Home,,15.0,5.05,0.306,,Completed,1.0,0.0,52.57
10535,2023-05-04 14:16:18.815679,18.0,Food,Central,10.0,20.14,0.032,Credit Card,PENDING,,,194.96
10536,2023-05-05 12:11:24.570475,18.0,Electronics,East,14.0,4.19,0.019,Credit Card,completed,2.0,1.0,57.55
10537,2023-05-06 10:06:30.325271,64.0,Food,South,13.0,51.15,0.008,Debit Card,Refunded,2.0,0.0,659.63
10538,2023-05-07 08:01:36.080066,51.0,Sports,South,5.0,27.86,0.076,,completed,4.0,0.0,128.71
10539,2023-05-08 05:56:41.834862,49.0,Books,North,6.0,42.25,0.166,PayPal,Completed,2.0,,211.42
10540,2023-05-09 03:51:47.589658,71.0,Food,South,2.0,39.8,0.374,Cash,Completed,2.0,1.0,49.83
10541,2023-05-10 01:46:53.344453,,Clothing,East,17.0,108.73,,Debit Card,Completed,5.0,1.0,1510.15
10542,2023-05-10 23:41:59.099249,,Sports,South,4.0,63.17,0.116,crypto,PENDING,1.0,1.0,223.37
10543,2023-05-11 21:37:04.854045,57.0,Sports,Central,14.0,89.71,0.225,Credit Card,Completed,3.0,0.0,973.35
10544,2023-05-12 19:32:10.608840,62.0,Food,North,10.0,9.22,0.045,PayPal,Pending,1.0,1.0,88.05
10545,2023-05-13 17:27:16.363636,70.0,Toys,East,3.0,138.63,0.244,crypto,completed,4.0,0.0,314.41
10546,2023-05-14 15:22:22.118432,18.0,Food,North,3.0,13.92,0.227,,Cancelled,1.0,,32.28
10547,2023-05-15 13:17:27.873227,33.0,Toys,East,15.0,14.91,0.317,Cash,Refunded,2.0,0.0,152.75
10548,2023-05-16 11:12:33.628023,56.0,Books,Central,6.0,45.83,0.395,Credit Card,Completed,4.0,1.0,166.36
10549,2023-05-17 09:07:39.382819,22.0,Electronics,North,17.0,47.57,0.1,,completed,1.0,0.0,727.82
10550,2023-05-18 07:02:45.137614,39.0,Food,West,12.0,9.15,0.204,crypto,Completed,4.0,0.0,87.4
10551,2023-05-19 04:57:50.892410,46.0,Beauty,East,11.0,26.9,0.364,crypto,PENDING,3.0,0.0,188.19
10552,2023-05-20 02:52:56.647206,72.0,Toys,West,4.0,197.53,0.314,Credit Card,Completed,1.0,0.0,542.02
10553,2023-05-21 00:48:02.402001,20.0,Food,North,6.0,5.69,0.195,Cash,Completed,,1.0,27.48
10554,2023-05-21 22:43:08.156797,29.0,Home,,1.0,196.81,,Debit Card,Completed,2.0,1.0,122.42
10555,2023-05-22 20:38:13.911592,43.0,Clothing,West,16.0,24.78,0.023,Cash,Completed,4.0,0.0,387.36
10556,2023-05-23 18:33:19.666388,33.0,Beauty,North,15.0,2.0,0.372,Cash,Refunded,,0.0,18.84
10557,2023-05-24 16:28:25.421184,68.0,Beauty,Central,17.0,6.42,0.02,Cash,completed,,,106.96
10558,2023-05-25 14:23:31.175979,54.0,Toys,,8.0,10.42,0.219,Credit Card,PENDING,5.0,1.0,65.1
10559,2023-05-26 12:18:36.930775,39.0,Home,West,12.0,15.66,0.356,Credit Card,Completed,4.0,1.0,121.02
10560,2023-05-27 10:13:42.685571,74.0,Home,Central,10.0,29.21,0.105,Debit Card,Completed,,1.0,261.43
10561,2023-05-28 08:08:48.440366,46.0,Sports,West,15.0,1.29,0.189,Cash,Completed,5.0,1.0,15.69
10562,2023-05-29 06:03:54.195162,31.0,Toys,West,9.0,41.44,0.13,Credit Card,Completed,,0.0,324.48
10563,2023-05-30 03:58:59.949958,45.0,Electronics,West,2.0,9.34,0.381,Debit Card,Pending,2.0,1.0,11.56
10564,2023-05-31 01:54:05.704753,22.0,Clothing,South,5.0,175.67,0.329,Debit Card,Pending,3.0,0.0,589.37
10565,2023-05-31 23:49:11.459549,,Books,Central,6.0,23.95,0.284,,Cancelled,5.0,1.0,102.89
10566,2023-06-01 21:44:17.214345,66.0,Beauty,West,7.0,102.66,0.235,PayPal,Completed,3.0,1.0,549.74
10567,2023-06-02 19:39:22.969140,47.0,Books,Central,1.0,125.51,0.328,Cash,Cancelled,4.0,0.0,84.34
10568,2023-06-03 17:34:28.723936,63.0,Food,East,7.0,121.5,0.157,PayPal,Refunded,2.0,0.0,716.97
10569,2023-06-04 15:29:34.478732,69.0,Food,East,12.0,16.78,0.179,Debit Card,Cancelled,5.0,0.0,165.32
10570,2023-06-05 13:24:40.233527,22.0,Books,West,16.0,16.53,0.292,Credit Card,completed,4.0,0.0,187.25
10571,2023-06-06 11:19:45.988323,29.0,Food,Central,16.0,25.28,0.143,crypto,Pending,,0.0,346.64
10572,2023-06-07 09:14:51.743119,33.0,Electronics,Central,11.0,71.06,0.026,Debit Card,Pending,1.0,1.0,761.34
10573,2023-06-08 07:09:57.497914,43.0,Home,Central,4.0,17.94,0.03,Credit Card,Completed,4.0,0.0,69.61
10574,2023-06-09 05:05:03.252710,43.0,Food,South,13.0,28.7,0.046,Debit Card,Completed,3.0,0.0,355.94
10575,2023-06-10 03:00:09.007506,65.0,Sports,East,7.0,45.98,0.348,,Refunded,2.0,,209.85
10576,2023-06-11 00:55:14.762301,38.0,Food,Central,4.0,11.18,0.189,PayPal,PENDING,2.0,1.0,36.27
10577,2023-06-11 22:50:20.517097,56.0,Clothing,Central,15.0,10.36,0.285,Debit Card,Refunded,4.0,0.0,111.11
10578,2023-06-12 20:45:26.271893,53.0,Electronics,South,19.0,27.39,0.157,Credit Card,completed,,1.0,438.71
10579,2023-06-13 18:40:32.026688,50.0,Clothing,South,9.0,32.11,0.103,Cash,Completed,1.0,0.0,259.22
10580,2023-06-14 16:35:37.781484,47.0,Clothing,Central,11.0,55.74,0.139,crypto,Completed,3.0,0.0,527.91
10581,2023-06-15 14:30:43.536280,54.0,Sports,North,8.0,74.16,0.318,Cash,Refunded,4.0,0.0,404.62
10582,2023-06-16 12:25:49.291075,40.0,Electronics,Central,1.0,8.86,0.25,PayPal,Refunded,4.0,0.0,6.64
10583,2023-06-17 10:20:55.045871,27.0,Electronics,Central,8.0,12.5,0.375,Cash,Refunded,2.0,0.0,62.5
10584,2023-06-18 08:16:00.800667,71.0,Toys,South,13.0,10.33,0.272,crypto,Pending,3.0,,97.76
10585,2023-06-19 06:11:06.555462,22.0,Electronics,South,4.0,180.36,,Credit Card,Cancelled,1.0,1.0,556.95
10586,2023-06-20 04:06:12.310258,53.0,Electronics,Central,8.0,28.66,0.244,Debit Card,Cancelled,2.0,0.0,173.34
10587,2023-06-21 02:01:18.065054,51.0,Electronics,Central,3.0,33.76,0.377,PayPal,Completed,4.0,0.0,63.1
10588,2023-06-21 23:56:23.819849,69.0,Sports,Central,9.0,35.49,0.315,crypto,Pending,2.0,0.0,218.8
10589,2023-06-22 21:51:29.574645,48.0,Food,South,2.0,14.03,0.01,PayPal,Refunded,2.0,1.0,27.78
10590,2023-06-23 19:46:35.329441,,Toys,,2.0,216.4,0.214,Cash,Completed,5.0,1.0,340.18
10591,2023-06-24 17:41:41.084236,36.0,Clothing,Central,13.0,54.23,0.275,PayPal,Pending,2.0,0.0,511.12
10592,2023-06-25 15:36:46.839032,49.0,Electronics,West,15.0,34.73,0.299,crypto,completed,,0.0,365.19
10593,2023-06-26 13:31:52.593828,,Beauty,North,12.0,8.79,0.085,Debit Card,PENDING,2.0,0.0,96.51
10594,2023-06-27 11:26:58.348623,73.0,Food,East,4.0,8.21,0.347,Debit Card,Pending,,0.0,21.44
10595,2023-06-28 09:22:04.103419,22.0,Food,North,8.0,22.86,0.382,PayPal,Completed,3.0,0.0,113.02
10596,2023-06-29 07:17:09.858215,62.0,Clothing,West,9.0,14.3,,Credit Card,Cancelled,2.0,0.0,116.47
10597,2023-06-30 05:12:15.613010,21.0,Sports,East,5.0,9.2,0.353,PayPal,Refunded,1.0,0.0,29.76
10598,2023-07-01 03:07:21.367806,33.0,Books,Central,18.0,21.22,0.039,Cash,PENDING,,0.0,367.06
10599,2023-07-02 01:02:27.122602,41.0,Books,West,11.0,25.54,0.022,Debit Card,completed,,0.0,274.76
10600,2023-07-02 22:57:32.877397,,Food,Central,15.0,39.26,,Debit Card,PENDING,4.0,0.0,558.28
10601,2023-07-03 20:52:38.632193,,Home,South,9.0,18.09,0.023,Debit Card,PENDING,3.0,1.0,159.07
10602,2023-07-04 18:47:44.386989,19.0,Home,West,17.0,9.88,0.338,Credit Card,Pending,2.0,,111.19
10603,2023-07-05 16:42:50.141784,66.0,Clothing,South,12.0,10.3,0.024,Credit Card,Completed,1.0,1.0,120.63
10604,2023-07-06 14:37:55.896580,45.0,Books,West,885.0,141.96,0.109,crypto,Completed,4.0,1.0,885.4
10605,2023-07-07 12:33:01.651376,49.0,Food,West,10.0,7.37,0.042,PayPal,PENDING,3.0,0.0,70.6
10606,2023-07-08 10:28:07.406171,44.0,Sports,South,10.0,51.2,0.118,PayPal,Refunded,,0.0,451.58
10607,2023-07-09 08:23:13.160967,37.0,Books,East,13.0,61.77,0.036,,Completed,1.0,,774.1
10608,2023-07-10 06:18:18.915763,41.0,Food,North,19.0,28.63,0.267,Debit Card,PENDING,2.0,0.0,398.73
10609,2023-07-11 04:13:24.670558,29.0,Food,Central,11.0,276.27,0.053,Credit Card,Completed,5.0,0.0,2877.9
10610,2023-07-12 02:08:30.425354,67.0,Electronics,West,13.0,60.46,0.341,Cash,Refunded,5.0,0.0,517.96
10611,2023-07-13 00:03:36.180150,52.0,Sports,Central,8.0,302.32,0.327,Cash,completed,3.0,0.0,1627.69
10612,2023-07-13 21:58:41.934945,50.0,Electronics,South,8.0,15.16,0.005,Credit Card,PENDING,1.0,0.0,120.67
10613,2023-07-14 19:53:47.689741,50.0,Clothing,Central,4.0,15.48,,PayPal,Cancelled,4.0,0.0,39.75
10614,2023-07-15 17:48:53.444537,68.0,Electronics,South,15.0,62.37,0.012,Debit Card,Cancelled,1.0,1.0,924.32
10615,2023-07-16 15:43:59.199332,,Beauty,Central,11.0,24.2,0.096,PayPal,PENDING,,0.0,240.64
10616,2023-07-17 13:39:04.954128,54.0,Electronics,North,11.0,250.33,0.013,Cash,Pending,5.0,1.0,2717.83
10617,2023-07-18 11:34:10.708924,29.0,Beauty,North,1.0,49.9,0.134,Debit Card,completed,3.0,0.0,43.21
10618,2023-07-19 09:29:16.463719,20.0,Books,North,17.0,9.45,0.206,crypto,Pending,2.0,,127.56
10619,2023-07-20 07:24:22.218515,18.0,Home,,15.0,4.12,0.319,Cash,Cancelled,1.0,0.0,42.09
10620,2023-07-21 05:19:27.973311,50.0,Toys,North,6.0,30.15,0.135,PayPal,Refunded,5.0,0.0,156.48
10621,2023-07-22 03:14:33.728106,57.0,Toys,North,15.0,29.76,0.282,PayPal,PENDING,4.0,0.0,320.52
10622,2023-07-23 01:09:39.482902,27.0,Food,South,9.0,48.26,0.075,PayPal,Completed,3.0,0.0,401.76
10623,2023-07-23 23:04:45.237698,60.0,Toys,West,14.0,141.57,0.3,Credit Card,Cancelled,2.0,0.0,1387.39
10624,2023-07-24 20:59:50.992493,61.0,Beauty,Central,18.0,120.9,0.094,Cash,completed,1.0,0.0,1971.64
10625,2023-07-25 18:54:56.747289,46.0,Sports,North,17.0,16.53,0.057,,Cancelled,4.0,0.0,264.99
10626,2023-07-26 16:50:02.502085,30.0,Electronics,South,18.0,7.01,0.074,PayPal,completed,2.0,0.0,116.84
10627,2023-07-27 14:45:08.256880,29.0,Beauty,South,5.0,7.53,0.073,PayPal,completed,,1.0,34.9
10628,2023-07-28 12:40:14.011676,48.0,Sports,South,9.0,13.68,0.205,Credit Card,PENDING,5.0,1.0,97.88
10629,2023-07-29 10:35:19.766472,63.0,Home,West,11.0,21.33,0.338,Debit Card,completed,,0.0,155.33
10630,2023-07-30 08:30:25.521267,19.0,Toys,Central,1.0,47.75,0.032,Cash,Pending,5.0,0.0,46.22
10631,2023-07-31 06:25:31.276063,68.0,Home,West,18.0,12.66,0.283,crypto,Refunded,4.0,1.0,163.39
10632,2023-08-01 04:20:37.030859,67.0,Toys,East,6.0,46.36,0.262,Credit Card,Cancelled,,0.0,205.28
10633,2023-08-02 02:15:42.785654,52.0,Electronics,,2.0,51.13,0.349,Cash,Refunded,5.0,0.0,66.57
10634,2023-08-03 00:10:48.540450,40.0,Clothing,East,15.0,39.33,0.098,crypto,Completed,3.0,0.0,532.13
10635,2023-08-03 22:05:54.295246,34.0,Electronics,North,14.0,8.55,0.18,PayPal,Cancelled,4.0,0.0,98.15
10636,2023-08-04 20:01:00.050041,43.0,Books,North,5.0,58.06,0.37,PayPal,Refunded,5.0,0.0,182.89
10637,2023-08-05 17:56:05.804837,25.0,Beauty,West,6.0,402.43,0.264,,Refunded,1.0,0.0,1777.13
10638,2023-08-06 15:51:11.559633,46.0,Food,Central,6.0,44.48,0.156,crypto,PENDING,5.0,0.0,225.25
10639,2023-08-07 13:46:17.314428,43.0,Clothing,East,18.0,0.96,,PayPal,PENDING,,0.0,16.36
10640,2023-08-08 11:41:23.069224,27.0,Electronics,,14.0,146.8,0.105,PayPal,Completed,3.0,,1839.4
10641,2023-08-09 09:36:28.824020,43.0,Sports,West,10.0,14.25,0.232,Debit Card,completed,2.0,0.0,109.44
10642,2023-08-10 07:31:34.578815,51.0,Clothing,North,14.0,502.13,0.287,Cash,Cancelled,2.0,0.0,5012.26
10643,2023-08-11 05:26:40.333611,68.0,Beauty,Central,13.0,38.08,0.05,PayPal,PENDING,5.0,0.0,470.29
10644,2023-08-12 03:21:46.088407,58.0,Toys,Central,3.0,4.39,0.24,Credit Card,Cancelled,2.0,0.0,10.01
10645,2023-08-13 01:16:51.843202,24.0,Clothing,North,6.0,2.78,0.22,Credit Card,Completed,5.0,0.0,13.01
10646,2023-08-13 23:11:57.597998,21.0,Toys,East,8.0,210.12,0.206,Cash,PENDING,3.0,0.0,1334.68
10647,2023-08-14 21:07:03.352794,70.0,Beauty,North,12.0,124.85,0.276,,PENDING,2.0,0.0,1084.7
10648,2023-08-15 19:02:09.107589,67.0,Electronics,Central,13.0,478.77,0.335,Debit Card,completed,,0.0,4138.97
10649,2023-08-16 16:57:14.862385,62.0,Beauty,East,11.0,33.55,0.129,Credit Card,Cancelled,,0.0,321.44
10650,2023-08-17 14:52:20.617180,28.0,Clothing,East,12.0,30.94,0.356,Credit Card,Cancelled,1.0,0.0,239.1
10651,2023-08-18 12:47:26.371976,46.0,Sports,North,1.0,20.92,0.064,Cash,Cancelled,5.0,1.0,19.58
10652,2023-08-19 10:42:32.126772,73.0,Home,Central,17.0,15.03,0.069,crypto,completed,2.0,0.0,237.88
10653,2023-08-20 08:37:37.881567,53.0,Clothing,West,16.0,20.68,0.107,crypto,PENDING,,0.0,295.48
10654,2023-08-21 06:32:43.636363,42.0,Beauty,Central,11.0,42.99,0.048,Cash,Completed,3.0,0.0,450.19
10655,2023-08-22 04:27:49.391159,38.0,Home,,13.0,12.03,0.092,Credit Card,Cancelled,3.0,0.0,142.0
10656,2023-08-23 02:22:55.145954,74.0,Beauty,West,18.0,4.47,0.043,Debit Card,Refunded,1.0,,77.0
10657,2023-08-24 00:18:00.900750,53.0,Sports,East,11.0,40.12,0.329,Credit Card,completed,3.0,0.0,296.13
10658,2023-08-24 22:13:06.655546,27.0,Beauty,West,12.0,11.71,0.056,crypto,Pending,3.0,0.0,132.65
10659,2023-08-25 20:08:12.410341,54.0,Electronics,East,6.0,0.68,0.299,Credit Card,Completed,2.0,0.0,2.86
10660,2023-08-26 18:03:18.165137,26.0,Food,East,9.0,64.27,,Debit Card,Refunded,5.0,0.0,567.44
10661,2023-08-27 15:58:23.919933,41.0,Toys,West,16.0,8.76,0.379,PayPal,Cancelled,4.0,0.0,87.04
10662,2023-08-28 13:53:29.674728,52.0,Toys,East,4.0,73.27,0.284,,Pending,3.0,0.0,209.85
10663,2023-08-29 11:48:35.429524,66.0,Clothing,East,3.0,71.19,0.003,Cash,Completed,3.0,0.0,212.93
10664,2023-08-30 09:43:41.184320,52.0,Food,South,16.0,46.54,0.306,PayPal,completed,4.0,,516.78
10665,2023-08-31 07:38:46.939115,65.0,Beauty,Central,12.0,662.61,0.206,Cash,Pending,3.0,0.0,6313.35
10666,2023-09-01 05:33:52.693911,53.0,Sports,Central,11.0,28.06,0.312,Cash,PENDING,2.0,0.0,212.36
10667,2023-09-02 03:28:58.448707,35.0,Clothing,South,5.0,23.51,0.209,Cash,Pending,2.0,,92.98
10668,2023-09-03 01:24:04.203502,66.0,Beauty,West,18.0,75.22,,,Refunded,4.0,1.0,1007.35
10669,2023-09-03 23:19:09.958298,56.0,Home,North,19.0,30.98,0.315,crypto,Completed,,0.0,403.2
10670,2023-09-04 21:14:15.713094,49.0,Books,North,6.0,133.3,0.162,PayPal,Refunded,3.0,0.0,670.23
10671,2023-09-05 19:09:21.467889,41.0,Beauty,North,18.0,7.22,0.001,,Refunded,,1.0,129.83
10672,2023-09-06 17:04:27.222685,40.0,Food,South,6.0,7.37,0.34,crypto,Cancelled,3.0,0.0,29.19
10673,2023-09-07 14:59:32.977481,49.0,Clothing,South,4.0,83.01,0.152,Credit Card,completed,5.0,0.0,281.57
10674,2023-09-08 12:54:38.732276,54.0,Food,East,12.0,8.18,0.198,Cash,Pending,3.0,1.0,78.72
10675,2023-09-09 10:49:44.487072,,Clothing,North,19.0,68.78,0.003,Debit Card,Completed,2.0,0.0,1302.9
10676,2023-09-10 08:44:50.241868,66.0,Beauty,,2.0,51.62,0.197,,PENDING,1.0,0.0,82.9
10677,2023-09-11 06:39:55.996663,72.0,Electronics,West,17.0,14.39,0.395,crypto,completed,1.0,0.0,148.0
10678,2023-09-12 04:35:01.751459,30.0,Home,North,11.0,51.45,0.111,crypto,completed,1.0,0.0,503.13
10679,2023-09-13 02:30:07.506255,40.0,Beauty,North,11.0,7.53,0.158,Debit Card,Completed,1.0,1.0,69.74
