employee_id,hire_date,department,job_level,employment_type,age,years_experience,education_level,base_salary,bonus_pct,performance_score,remote_days_per_week,training_hours,attrition
EMP0409,2018-09-17 19:01:15.341219,Finance,Junior,Part-time,47.0,14.0,bachelor,,0.286,3.0,0.0,7.3,0
EMP0410,2018-09-21 02:46:24.349408,Marketing,Lead,Full-time,34.0,24.0,High School,68539.0,0.141,2.0,0.0,31.4,0
EMP0411,2018-09-24 10:31:33.357597,Engineering,Mid,Part-time,63.0,9.0,PhD,38097.0,0.282,4.0,,29.9,0
EMP0412,2018-09-27 18:16:42.365787,IT,Junior,Full-time,,7.0,High School,37633.0,0.097,5.0,3.0,143.1,0
EMP0413,2018-10-01 02:01:51.373976,Legal,Manager,Intern,47.0,0.0,Bachelor,66107.0,0.017,2.0,3.0,25.9,0
EMP0414,2018-10-04 09:47:00.382165,HR,Mid,Intern,55.0,18.0,,59931.0,0.133,4.0,,43.8,0
EMP0415,2018-10-07 17:32:09.390354,HR,Senior,Part-time,31.0,18.0,Bachelor,75581.0,0.029,5.0,0.0,34.1,0
EMP0416,2018-10-11 01:17:18.398544,HR,Mid,Full-time,61.0,11.0,PhD,28109.0,0.273,4.0,3.0,16.7,0
EMP0417,2018-10-14 09:02:27.406733,Legal,Manager,Full-time,30.0,22.0,Bachelor,35724.0,,5.0,0.0,18.0,1
EMP0418,2018-10-17 16:47:36.414922,Marketing,Senior,Contract,42.0,27.0,bachelor,64475.0,0.085,4.0,4.0,22.8,1
EMP0419,2018-10-21 00:32:45.423111,Engineering,Mid,Intern,55.0,5.0,MASTER,54277.0,0.153,4.0,0.0,2.5,0
EMP0420,2018-10-24 08:17:54.431301,Marketing,Lead,Full-time,46.0,23.0,High School,83615.0,0.139,1.0,2.0,4.4,1
EMP0421,2018-10-27 16:03:03.439490,Sales,Senior,Contract,64.0,28.0,Bachelor,57858.0,0.071,3.0,,20.6,1
EMP0422,2018-10-30 23:48:12.447679,Finance,Lead,Full-time,56.0,17.0,PhD,54790.0,0.094,3.0,,0.5,0
EMP0423,2018-11-03 07:33:21.455868,Finance,Senior,Part-time,42.0,5.0,PhD,31058.0,0.115,4.0,2.0,11.0,0
EMP0424,2018-11-06 15:18:30.464058,Operations,Lead,Intern,59.0,12.0,High School,38691.0,0.115,4.0,3.0,21.7,0
EMP0425,2018-11-09 23:03:39.472247,HR,Mid,Part-time,31.0,24.0,phd,36036.0,0.282,4.0,0.0,1.3,0
EMP0426,2018-11-13 06:48:48.480436,HR,Senior,Intern,44.0,18.0,MASTER,57193.0,0.216,5.0,5.0,20.3,0
EMP0427,2018-11-16 14:33:57.488626,Finance,Mid,Full-time,60.0,3.0,,23453.0,0.126,4.0,1.0,0.9,0
EMP0428,2018-11-19 22:19:06.496815,Finance,Junior,Part-time,39.0,12.0,bachelor,115920.0,0.187,,3.0,23.7,0
EMP0429,2018-11-23 06:04:15.505004,IT,Lead,Part-time,,0.0,bachelor,,,4.0,1.0,16.7,0
EMP0430,2018-11-26 13:49:24.513193,HR,Director,Contract,35.0,21.0,,,0.204,4.0,2.0,11.6,0
EMP0431,2018-11-29 21:34:33.521383,IT,Director,Intern,40.0,18.0,MASTER,63376.0,0.243,5.0,3.0,16.6,0
EMP0432,2018-12-03 05:19:42.529572,IT,Junior,Intern,52.0,0.0,PhD,27866.0,0.258,2.0,,4.9,0
EMP0433,2018-12-06 13:04:51.537761,Operations,Mid,Contract,26.0,23.0,MASTER,39436.0,,4.0,0.0,104.7,0
EMP0434,2018-12-09 20:50:00.545950,Finance,Junior,Part-time,48.0,18.0,MASTER,103412.0,0.096,5.0,0.0,8.6,1
EMP0435,2018-12-13 04:35:09.554140,Legal,Manager,Full-time,,8.0,,16018.0,0.191,3.0,5.0,11.0,0
EMP0436,2018-12-16 12:20:18.562329,Marketing,Director,Contract,49.0,21.0,Bachelor,70128.0,,2.0,,3.4,0
EMP0437,2018-12-19 20:05:27.570518,Engineering,Director,Intern,33.0,1.0,phd,55243.0,,5.0,4.0,28.4,0
EMP0438,2018-12-23 03:50:36.578707,Operations,Lead,Part-time,59.0,17.0,bachelor,106830.0,0.044,3.0,4.0,23.3,0
EMP0439,2018-12-26 11:35:45.586897,HR,Director,Contract,55.0,28.0,MASTER,49725.0,0.284,4.0,2.0,42.2,0
EMP0440,2018-12-29 19:20:54.595086,Finance,Lead,Intern,59.0,17.0,bachelor,,0.051,2.0,5.0,4.2,0
EMP0441,2019-01-02 03:06:03.603275,IT,Senior,Intern,44.0,28.0,Bachelor,35490.0,,4.0,2.0,2.4,0
EMP0442,2019-01-05 10:51:12.611464,Marketing,Senior,Part-time,53.0,7.0,Master,44578.0,0.055,4.0,,7.9,0
EMP0443,2019-01-08 18:36:21.619654,Finance,Mid,Intern,43.0,4.0,phd,26726.0,0.103,3.0,0.0,43.1,0
EMP0444,2019-01-12 02:21:30.627843,Engineering,Manager,Intern,46.0,3.0,Bachelor,33470.0,0.158,2.0,4.0,3.5,0
EMP0445,2019-01-15 10:06:39.636032,Sales,Manager,Contract,33.0,21.0,High School,40345.0,0.006,4.0,1.0,0.5,1
EMP0446,2019-01-18 17:51:48.644222,Engineering,Manager,Full-time,26.0,7.0,bachelor,38286.0,0.24,,2.0,118.2,0
EMP0447,2019-01-22 01:36:57.652411,Finance,Manager,Contract,46.0,15.0,PhD,27456.0,0.021,3.0,1.0,49.2,0
EMP0448,2019-01-25 09:22:06.660600,Legal,Manager,Intern,32.0,6.0,Master,52819.0,0.272,,,45.6,0
EMP0449,2019-01-28 17:07:15.668789,Engineering,Mid,Intern,,18.0,,45888.0,0.162,3.0,2.0,16.3,0
EMP0450,2019-02-01 00:52:24.676979,Finance,Manager,Part-time,48.0,16.0,High School,17337.0,,3.0,1.0,6.9,0
EMP0451,2019-02-04 08:37:33.685168,HR,Lead,Contract,,18.0,High School,45011.0,0.279,4.0,4.0,102.8,1
EMP0452,2019-02-07 16:22:42.693357,HR,Mid,Contract,54.0,1.0,bachelor,12555.0,,3.0,3.0,2.1,0
EMP0453,2019-02-11 00:07:51.701546,HR,Senior,Intern,51.0,9.0,bachelor,50290.0,0.212,4.0,,13.2,0
EMP0454,2019-02-14 07:53:00.709736,HR,Senior,Contract,53.0,22.0,bachelor,21875.0,0.013,2.0,4.0,24.1,0
EMP0455,2019-02-17 15:38:09.717925,Legal,Manager,Contract,52.0,1.0,High School,67154.0,0.135,3.0,5.0,6.4,0
EMP0456,2019-02-20 23:23:18.726114,Sales,Mid,Contract,35.0,7.0,PhD,27265.0,0.259,4.0,2.0,3.3,0
EMP0457,2019-02-24 07:08:27.734303,IT,Director,Part-time,54.0,29.0,bachelor,44919.0,0.192,2.0,2.0,21.2,1
EMP0458,2019-02-27 14:53:36.742493,Finance,Junior,Part-time,43.0,2.0,,60501.0,0.027,4.0,0.0,19.7,0
EMP0459,2019-03-02 22:38:45.750682,Finance,Mid,Intern,54.0,7.0,High School,37218.0,0.017,4.0,1.0,17.0,0
EMP0460,2019-03-06 06:23:54.758871,Engineering,Senior,Contract,28.0,23.0,phd,25059.0,0.068,4.0,,18.6,1
EMP0461,2019-03-09 14:09:03.767060,IT,Director,Part-time,53.0,15.0,PhD,72231.0,,2.0,0.0,12.6,1
EMP0462,2019-03-12 21:54:12.775250,Marketing,Senior,Part-time,42.0,25.0,MASTER,127993.0,,2.0,5.0,33.8,0
EMP0463,2019-03-16 05:39:21.783439,Marketing,Senior,Part-time,28.0,18.0,MASTER,49238.0,0.062,2.0,2.0,3.3,0
EMP0464,2019-03-19 13:24:30.791628,IT,Director,Intern,42.0,20.0,High School,37543.0,0.19,4.0,,5.0,0
EMP0465,2019-03-22 21:09:39.799818,HR,Senior,Intern,45.0,11.0,phd,48942.0,0.075,2.0,4.0,2.6,0
EMP0466,2019-03-26 04:54:48.808007,Engineering,Lead,Part-time,38.0,16.0,MASTER,69752.0,0.007,3.0,4.0,44.9,1
EMP0467,2019-03-29 12:39:57.816196,Sales,Lead,Intern,64.0,20.0,phd,75356.0,0.01,5.0,5.0,4.9,0
EMP0468,2019-04-01 20:25:06.824385,IT,Mid,Contract,38.0,23.0,phd,55971.0,0.089,1.0,2.0,13.1,0
EMP0469,2019-04-05 04:10:15.832575,HR,Lead,Contract,51.0,8.0,Bachelor,103210.0,0.007,4.0,4.0,33.0,0
EMP0470,2019-04-08 11:55:24.840764,IT,Mid,Contract,62.0,7.0,PhD,44987.0,,2.0,1.0,24.3,0
EMP0471,2019-04-11 19:40:33.848953,Finance,Senior,Intern,34.0,7.0,Master,52313.0,0.163,4.0,5.0,11.7,0
EMP0472,2019-04-15 03:25:42.857142,IT,Mid,Full-time,,0.0,High School,129973.0,0.188,4.0,,7.3,0
EMP0473,2019-04-18 11:10:51.865332,IT,Manager,Full-time,23.0,6.0,MASTER,17733.0,0.225,4.0,3.0,3.7,0
EMP0474,2019-04-21 18:56:00.873521,HR,Senior,Contract,39.0,6.0,Bachelor,71159.0,0.034,4.0,,5.0,1
EMP0475,2019-04-25 02:41:09.881710,Finance,Mid,Part-time,40.0,11.0,bachelor,146289.0,0.137,5.0,4.0,32.8,0
EMP0476,2019-04-28 10:26:18.889899,IT,Director,Part-time,38.0,11.0,bachelor,26062.0,0.255,3.0,4.0,7.4,0
EMP0477,2019-05-01 18:11:27.898089,Operations,Junior,Full-time,58.0,3.0,Master,75562.0,0.259,5.0,1.0,1.6,0
EMP0478,2019-05-05 01:56:36.906278,Finance,Mid,Intern,46.0,26.0,High School,94962.0,0.089,1.0,2.0,27.1,0
EMP0479,2019-05-08 09:41:45.914467,Marketing,Junior,Intern,64.0,22.0,Bachelor,42838.0,0.117,4.0,4.0,27.4,0
EMP0480,2019-05-11 17:26:54.922656,IT,Junior,Part-time,45.0,10.0,Bachelor,25657.0,0.189,3.0,5.0,6.2,0
EMP0481,2019-05-15 01:12:03.930846,HR,Director,Intern,52.0,22.0,PhD,45253.0,0.041,2.0,5.0,0.8,0
EMP0482,2019-05-18 08:57:12.939035,Legal,Lead,Part-time,30.0,24.0,Master,26356.0,0.056,4.0,5.0,46.4,0
EMP0483,2019-05-21 16:42:21.947224,Legal,Senior,Intern,25.0,24.0,PhD,42617.0,,2.0,5.0,5.5,0
EMP0484,2019-05-25 00:27:30.955414,Sales,Manager,Full-time,53.0,23.0,MASTER,84183.0,0.058,3.0,,43.9,0
EMP0485,2019-05-28 08:12:39.963603,Finance,Lead,Part-time,58.0,11.0,PhD,61284.0,0.118,1.0,,10.7,1
EMP0486,2019-05-31 15:57:48.971792,Sales,Lead,Intern,58.0,5.0,bachelor,31986.0,0.045,3.0,5.0,6.6,0
EMP0487,2019-06-03 23:42:57.979981,Engineering,Manager,Full-time,42.0,12.0,PhD,86988.0,0.0,3.0,0.0,10.4,0
EMP0488,2019-06-07 07:28:06.988171,Marketing,Lead,Part-time,58.0,10.0,MASTER,35455.0,0.14,5.0,5.0,11.1,1
EMP0489,2019-06-10 15:13:15.996360,Engineering,Senior,Intern,25.0,22.0,Master,66160.0,0.102,,5.0,4.1,1
EMP0490,2019-06-13 22:58:25.004549,Legal,Senior,Full-time,40.0,29.0,High School,47643.0,0.163,1.0,5.0,70.8,0
EMP0491,2019-06-17 06:43:34.012738,Finance,Mid,Part-time,38.0,22.0,Master,98940.0,0.077,4.0,3.0,1.4,0
EMP0492,2019-06-20 14:28:43.020928,Finance,Senior,Contract,26.0,11.0,High School,23717.0,0.241,3.0,5.0,6.0,0
EMP0493,2019-06-23 22:13:52.029117,Legal,Junior,Contract,27.0,25.0,Master,,0.095,3.0,,8.4,0
EMP0494,2019-06-27 05:59:01.037306,Legal,Junior,Full-time,47.0,8.0,Master,29647.0,0.3,2.0,5.0,6.8,0
EMP0495,2019-06-30 13:44:10.045495,Finance,Junior,Part-time,54.0,29.0,phd,55147.0,0.124,3.0,0.0,7.7,0
EMP0496,2019-07-03 21:29:19.053685,Operations,Mid,Intern,39.0,23.0,bachelor,68712.0,0.197,4.0,3.0,5.4,0
EMP0497,2019-07-07 05:14:28.061874,HR,Senior,Part-time,61.0,1.0,PhD,43692.0,0.16,2.0,3.0,23.2,0
EMP0498,2019-07-10 12:59:37.070063,Legal,Lead,Intern,54.0,15.0,bachelor,61720.0,,4.0,2.0,6.4,0
EMP0499,2019-07-13 20:44:46.078252,Operations,Senior,Part-time,34.0,3.0,PhD,50443.0,0.249,3.0,5.0,17.3,0
EMP0500,2019-07-17 04:29:55.086442,Legal,Manager,Full-time,55.0,6.0,phd,93627.0,0.288,5.0,,83.6,1
EMP0501,2019-07-20 12:15:04.094631,Marketing,Director,Contract,29.0,20.0,bachelor,15408.0,0.275,3.0,1.0,5.9,0
EMP0502,2019-07-23 20:00:13.102820,Engineering,Lead,Contract,22.0,5.0,High School,51151.0,0.102,3.0,5.0,38.3,0
EMP0503,2019-07-27 03:45:22.111010,HR,Manager,Full-time,23.0,26.0,Master,46212.0,0.105,4.0,,23.4,0
EMP0504,2019-07-30 11:30:31.119199,Marketing,Senior,Intern,56.0,27.0,phd,31837.0,,5.0,0.0,29.1,0
EMP0505,2019-08-02 19:15:40.127388,Finance,Director,Part-time,22.0,17.0,Master,41620.0,0.136,4.0,2.0,26.9,0
EMP0506,2019-08-06 03:00:49.135577,Marketing,Director,Intern,26.0,5.0,phd,55206.0,0.205,3.0,3.0,1.8,0
EMP0507,2019-08-09 10:45:58.143767,Operations,Lead,Contract,51.0,13.0,High School,38735.0,0.05,5.0,,8.6,1
EMP0508,2019-08-12 18:31:07.151956,Engineering,Junior,Part-time,33.0,24.0,phd,42948.0,0.086,3.0,1.0,9.6,0
EMP0509,2019-08-16 02:16:16.160145,Operations,Senior,Contract,43.0,29.0,MASTER,62563.0,0.186,3.0,3.0,86.0,0
EMP0510,2019-08-19 10:01:25.168334,Finance,Director,Intern,34.0,2.0,bachelor,52299.0,,3.0,1.0,62.4,1
EMP0511,2019-08-22 17:46:34.176524,Operations,Junior,Full-time,60.0,7.0,,21647.0,0.113,5.0,1.0,2.8,0
EMP0512,2019-08-26 01:31:43.184713,Engineering,Lead,Intern,58.0,0.0,Bachelor,54311.0,0.111,5.0,2.0,17.2,1
EMP0513,2019-08-29 09:16:52.192902,Sales,Manager,Contract,47.0,3.0,,22819.0,0.223,3.0,,0.7,0
EMP0514,2019-09-01 17:02:01.201091,Operations,Director,Intern,41.0,22.0,bachelor,,0.144,2.0,2.0,37.6,0
EMP0515,2019-09-05 00:47:10.209281,Engineering,Director,Intern,40.0,20.0,High School,170477.0,0.281,3.0,4.0,60.2,0
EMP0516,2019-09-08 08:32:19.217470,Sales,Senior,Full-time,42.0,17.0,Master,151986.0,0.059,4.0,3.0,49.3,0
EMP0517,2019-09-11 16:17:28.225659,HR,Mid,Intern,49.0,13.0,bachelor,134468.0,0.238,5.0,,9.2,0
EMP0518,2019-09-15 00:02:37.233848,Marketing,Director,Full-time,33.0,0.0,phd,67906.0,0.186,4.0,,46.2,0
EMP0519,2019-09-18 07:47:46.242038,IT,Director,Part-time,56.0,9.0,High School,99131.0,0.002,1.0,1.0,16.1,0
EMP0520,2019-09-21 15:32:55.250227,IT,Mid,Intern,28.0,29.0,MASTER,176182.0,0.017,3.0,4.0,1.5,0
EMP0521,2019-09-24 23:18:04.258416,Legal,Senior,Full-time,60.0,28.0,Master,87969.0,0.203,4.0,2.0,43.4,0
EMP0522,2019-09-28 07:03:13.266606,Marketing,Junior,Contract,35.0,15.0,,81982.0,0.13,5.0,,1.4,0
EMP0523,2019-10-01 14:48:22.274795,Operations,Mid,Full-time,62.0,5.0,PhD,27668.0,0.234,1.0,4.0,6.8,0
EMP0524,2019-10-04 22:33:31.282984,IT,Mid,Contract,35.0,4.0,bachelor,19707.0,0.194,4.0,4.0,2.6,0
EMP0525,2019-10-08 06:18:40.291173,Legal,Junior,Intern,22.0,0.0,High School,29146.0,0.041,3.0,4.0,45.6,0
EMP0526,2019-10-11 14:03:49.299363,Finance,Mid,Contract,37.0,7.0,phd,99069.0,0.116,,3.0,19.8,0
EMP0527,2019-10-14 21:48:58.307552,Operations,Lead,Contract,25.0,14.0,High School,34018.0,0.117,2.0,,22.1,0
EMP0528,2019-10-18 05:34:07.315741,Engineering,Lead,Full-time,25.0,21.0,MASTER,64155.0,0.266,4.0,3.0,3.4,1
EMP0529,2019-10-21 13:19:16.323930,IT,Junior,Intern,32.0,19.0,phd,50179.0,0.289,4.0,4.0,38.9,0
EMP0530,2019-10-24 21:04:25.332120,Operations,Lead,Intern,41.0,27.0,phd,38555.0,0.012,3.0,2.0,6.0,0
EMP0531,2019-10-28 04:49:34.340309,Operations,Manager,Full-time,46.0,5.0,Bachelor,55255.0,0.002,2.0,,36.1,0
EMP0532,2019-10-31 12:34:43.348498,Sales,Lead,Intern,47.0,0.0,PhD,120893.0,0.163,4.0,5.0,28.4,0
EMP0533,2019-11-03 20:19:52.356687,Sales,Mid,Part-time,37.0,7.0,phd,33214.0,0.077,4.0,3.0,1.7,1
EMP0534,2019-11-07 04:05:01.364877,HR,Lead,Part-time,35.0,14.0,phd,,0.043,4.0,,19.5,0
EMP0535,2019-11-10 11:50:10.373066,HR,Senior,Part-time,33.0,8.0,bachelor,39367.0,0.001,4.0,4.0,9.5,0
EMP0536,2019-11-13 19:35:19.381255,Engineering,Lead,Full-time,44.0,12.0,MASTER,53386.0,0.291,4.0,1.0,2.4,0
EMP0537,2019-11-17 03:20:28.389444,Sales,Senior,Intern,56.0,14.0,,57379.0,0.199,3.0,,7.2,1
EMP0538,2019-11-20 11:05:37.397634,Finance,Junior,Contract,54.0,18.0,Bachelor,31084.0,0.176,5.0,2.0,23.7,0
EMP0539,2019-11-23 18:50:46.405823,Operations,Mid,Contract,36.0,3.0,High School,84236.0,0.18,4.0,3.0,2.6,0
EMP0540,2019-11-27 02:35:55.414012,Sales,Junior,Contract,48.0,18.0,Bachelor,85662.0,0.22,5.0,2.0,24.7,0
EMP0541,2019-11-30 10:21:04.422202,Sales,Mid,Full-time,60.0,28.0,Bachelor,352004.0,0.292,4.0,0.0,55.5,0
EMP0542,2019-12-03 18:06:13.430391,Operations,Manager,Contract,,24.0,Master,104957.0,0.178,5.0,2.0,28.0,0
EMP0543,2019-12-07 01:51:22.438580,Finance,Lead,Intern,41.0,15.0,bachelor,31806.0,0.027,2.0,3.0,19.0,1
EMP0544,2019-12-10 09:36:31.446769,Engineering,Junior,Full-time,33.0,14.0,High School,90233.0,0.02,4.0,4.0,4.9,0
EMP0545,2019-12-13 17:21:40.454959,Legal,Junior,Full-time,34.0,12.0,bachelor,156053.0,0.24,4.0,2.0,7.6,0
EMP0546,2019-12-17 01:06:49.463148,HR,Manager,Intern,22.0,26.0,PhD,67847.0,0.266,4.0,,7.8,0
EMP0547,2019-12-20 08:51:58.471337,Sales,Director,Part-time,32.0,11.0,bachelor,102278.0,0.294,3.0,0.0,8.6,1
EMP0548,2019-12-23 16:37:07.479526,Sales,Mid,Part-time,61.0,28.0,bachelor,22498.0,0.058,4.0,4.0,50.5,0
EMP0549,2019-12-27 00:22:16.487716,IT,Junior,Intern,43.0,6.0,High School,35842.0,0.29,4.0,,66.1,0
EMP0550,2019-12-30 08:07:25.495905,IT,Mid,Contract,35.0,12.0,Master,68637.0,0.159,3.0,2.0,41.6,1
EMP0551,2020-01-02 15:52:34.504094,Sales,Mid,Contract,29.0,7.0,MASTER,64971.0,0.038,,5.0,31.6,0
EMP0552,2020-01-05 23:37:43.512283,Legal,Director,Intern,,21.0,bachelor,34573.0,0.069,3.0,1.0,39.6,0
EMP0553,2020-01-09 07:22:52.520473,Operations,Senior,Full-time,28.0,25.0,bachelor,49064.0,0.281,5.0,2.0,84.0,1
EMP0554,2020-01-12 15:08:01.528662,Engineering,Junior,Contract,45.0,5.0,bachelor,40011.0,0.206,4.0,5.0,33.6,0
EMP0555,2020-01-15 22:53:10.536851,Engineering,Mid,Part-time,25.0,8.0,PhD,43567.0,0.203,3.0,5.0,1.5,1
EMP0556,2020-01-19 06:38:19.545040,Marketing,Lead,Part-time,59.0,13.0,High School,,0.115,3.0,1.0,38.1,0
EMP0557,2020-01-22 14:23:28.553230,Marketing,Senior,Contract,27.0,17.0,MASTER,16325.0,0.051,4.0,1.0,55.7,0
EMP0558,2020-01-25 22:08:37.561419,Legal,Mid,Intern,33.0,16.0,bachelor,36812.0,0.099,2.0,1.0,33.6,0
EMP0559,2020-01-29 05:53:46.569608,Sales,Lead,Full-time,44.0,20.0,bachelor,41525.0,0.257,4.0,0.0,35.7,1
EMP0560,2020-02-01 13:38:55.577797,Engineering,Lead,Part-time,33.0,12.0,Bachelor,62207.0,0.23,4.0,0.0,11.7,0
EMP0561,2020-02-04 21:24:04.585987,HR,Director,Part-time,61.0,24.0,Bachelor,22694.0,0.167,3.0,4.0,40.5,0
EMP0562,2020-02-08 05:09:13.594176,IT,Manager,Full-time,45.0,25.0,Master,32046.0,0.259,5.0,5.0,18.1,0
EMP0563,2020-02-11 12:54:22.602365,Marketing,Manager,Contract,41.0,13.0,High School,35699.0,,2.0,3.0,14.1,0
EMP0564,2020-02-14 20:39:31.610555,Sales,Lead,Part-time,39.0,15.0,MASTER,,0.233,5.0,5.0,10.9,0
EMP0565,2020-02-18 04:24:40.618744,Engineering,Senior,Contract,29.0,14.0,MASTER,30778.0,0.16,4.0,5.0,2.9,0
EMP0566,2020-02-21 12:09:49.626933,HR,Mid,Intern,40.0,0.0,Bachelor,51538.0,0.007,5.0,1.0,12.4,0
EMP0567,2020-02-24 19:54:58.635122,Finance,Manager,Part-time,24.0,5.0,bachelor,65253.0,0.267,4.0,,25.8,0
EMP0568,2020-02-28 03:40:07.643312,Finance,Manager,Contract,49.0,7.0,phd,104350.0,0.163,5.0,4.0,21.7,0
EMP0569,2020-03-02 11:25:16.651501,HR,Senior,Part-time,61.0,13.0,Master,15759.0,0.016,2.0,0.0,17.1,0
EMP0570,2020-03-05 19:10:25.659690,Sales,Manager,Intern,37.0,13.0,Bachelor,29751.0,0.043,2.0,3.0,7.4,1
EMP0571,2020-03-09 02:55:34.667879,Engineering,Lead,Full-time,55.0,10.0,Master,41209.0,0.091,4.0,2.0,6.8,0
EMP0572,2020-03-12 10:40:43.676069,HR,Manager,Intern,52.0,24.0,,40111.0,0.151,,2.0,40.4,0
EMP0573,2020-03-15 18:25:52.684258,IT,Manager,Contract,47.0,5.0,Bachelor,48973.0,0.048,,1.0,9.5,0
EMP0574,2020-03-19 02:11:01.692447,Finance,Manager,Part-time,30.0,13.0,High School,27389.0,0.107,4.0,1.0,10.8,0
EMP0575,2020-03-22 09:56:10.700636,Marketing,Senior,Contract,44.0,23.0,bachelor,86872.0,0.178,1.0,,50.8,0
EMP0576,2020-03-25 17:41:19.708826,Sales,Senior,Intern,42.0,19.0,MASTER,58821.0,0.08,2.0,2.0,0.5,0
EMP0577,2020-03-29 01:26:28.717015,Sales,Manager,Full-time,22.0,5.0,phd,74571.0,0.056,,3.0,9.9,0
EMP0578,2020-04-01 09:11:37.725204,Marketing,Senior,Intern,51.0,17.0,MASTER,30474.0,0.269,3.0,,0.2,1
EMP0579,2020-04-04 16:56:46.733393,Finance,Lead,Contract,26.0,10.0,,37568.0,0.253,3.0,3.0,15.9,0
EMP0580,2020-04-08 00:41:55.741583,HR,Junior,Contract,55.0,20.0,phd,23211.0,0.179,3.0,3.0,1.6,0
EMP0581,2020-04-11 08:27:04.749772,Marketing,Director,Contract,22.0,9.0,bachelor,29777.0,0.271,4.0,2.0,19.6,0
EMP0582,2020-04-14 16:12:13.757961,Sales,Director,Full-time,34.0,9.0,High School,19269.0,0.13,5.0,3.0,9.2,0
EMP0583,2020-04-17 23:57:22.766151,IT,Director,Full-time,24.0,6.0,High School,,0.18,2.0,5.0,27.8,0
EMP0584,2020-04-21 07:42:31.774340,IT,Lead,Intern,22.0,6.0,MASTER,64488.0,0.292,1.0,4.0,10.4,0
EMP0585,2020-04-24 15:27:40.782529,HR,Manager,Intern,29.0,22.0,Bachelor,94146.0,0.006,3.0,3.0,10.7,0
EMP0586,2020-04-27 23:12:49.790718,Operations,Manager,Part-time,34.0,8.0,bachelor,43601.0,0.163,5.0,3.0,0.6,0
EMP0587,2020-05-01 06:57:58.798908,HR,Junior,Full-time,28.0,20.0,MASTER,43799.0,0.043,4.0,2.0,5.3,0
EMP0588,2020-05-04 14:43:07.807097,Engineering,Lead,Full-time,32.0,11.0,Bachelor,66403.0,0.13,3.0,3.0,22.8,0
EMP0589,2020-05-07 22:28:16.815286,IT,Manager,Part-time,35.0,8.0,PhD,50983.0,,2.0,,0.1,1
EMP0590,2020-05-11 06:13:25.823475,Engineering,Lead,Contract,52.0,13.0,PhD,19126.0,0.297,4.0,0.0,17.1,0
EMP0591,2020-05-14 13:58:34.831665,Legal,Senior,Intern,22.0,26.0,High School,49421.0,0.099,3.0,4.0,10.5,1
EMP0592,2020-05-17 21:43:43.839854,Finance,Director,Full-time,52.0,10.0,Master,39131.0,0.153,5.0,5.0,31.5,0
EMP0593,2020-05-21 05:28:52.848043,Sales,Manager,Intern,63.0,20.0,Bachelor,57300.0,0.193,5.0,2.0,0.9,0
EMP0594,2020-05-24 13:14:01.856232,Finance,Junior,Intern,54.0,14.0,High School,72369.0,0.2,3.0,1.0,7.4,0
EMP0595,2020-05-27 20:59:10.864422,HR,Senior,Contract,,4.0,High School,24120.0,0.123,3.0,3.0,8.5,1
EMP0596,2020-05-31 04:44:19.872611,Marketing,Junior,Part-time,38.0,3.0,High School,104779.0,0.099,4.0,,16.0,1
EMP0597,2020-06-03 12:29:28.880800,HR,Mid,Intern,39.0,24.0,MASTER,,0.272,4.0,3.0,48.4,0
EMP0598,2020-06-06 20:14:37.888989,Marketing,Manager,Part-time,42.0,22.0,Master,30165.0,0.193,5.0,,25.0,0
EMP0599,2020-06-10 03:59:46.897179,IT,Junior,Full-time,24.0,0.0,PhD,134243.0,0.096,4.0,5.0,9.8,0
EMP0600,2020-06-13 11:44:55.905368,Sales,Junior,Contract,32.0,28.0,High School,14105.0,0.217,5.0,4.0,8.9,0
EMP0601,2020-06-16 19:30:04.913557,Finance,Director,Full-time,40.0,16.0,Bachelor,80740.0,0.103,1.0,1.0,77.9,0
EMP0602,2020-06-20 03:15:13.921747,Operations,Manager,Intern,56.0,26.0,MASTER,27881.0,0.039,5.0,3.0,31.1,0
EMP0603,2020-06-23 11:00:22.929936,IT,Mid,Contract,53.0,29.0,Master,94420.0,0.002,3.0,0.0,57.3,1
EMP0604,2020-06-26 18:45:31.938125,HR,Manager,Intern,35.0,20.0,bachelor,20923.0,0.297,2.0,1.0,16.3,0
EMP0605,2020-06-30 02:30:40.946314,Legal,Mid,Intern,,5.0,PhD,140186.0,0.211,4.0,0.0,24.8,0
EMP0606,2020-07-03 10:15:49.954504,Operations,Director,Full-time,28.0,16.0,bachelor,35335.0,0.286,3.0,2.0,26.4,0
EMP0607,2020-07-06 18:00:58.962693,HR,Manager,Contract,37.0,15.0,Master,40348.0,0.115,2.0,4.0,5.9,0
EMP0608,2020-07-10 01:46:07.970882,Sales,Manager,Full-time,60.0,23.0,MASTER,1780824.0942407816,0.057,2.0,4.0,8.1,0
EMP0609,2020-07-13 09:31:16.979071,Sales,Director,Intern,60.0,21.0,High School,72731.0,0.038,1.0,2.0,1.8,1
EMP0610,2020-07-16 17:16:25.987261,Engineering,Manager,Part-time,42.0,15.0,High School,37579.0,0.134,3.0,1.0,10.2,0
EMP0611,2020-07-20 01:01:34.995450,Sales,Manager,Intern,64.0,7.0,MASTER,53783.0,0.022,5.0,4.0,50.2,0
EMP0612,2020-07-23 08:46:44.003639,Finance,Senior,Part-time,39.0,24.0,bachelor,65845.0,0.247,,4.0,0.7,0
